PID,p,Nombre de carpeta digital,Digital File Name (First),Digital File Name (Last),,Level of description,Extent and medium,Title (In Original Language/Script),Original Reference,Dates of Material (Gregorian Calendar),,Related Towns/Cities,NO INCLUIDO EN TABLA DE BIBLIOTECA BRITÁNICA,,"Related Subjects
",,,,,
AHJCI.MFC.009.026,Nallely Taborda Castañeda,EAP1477_MFC_B09_Doc26_AbadiavsFlores,EAP1477_MFC_B09_Doc26_AbadiavsFlores_IMG_001,EAP1477_MFC_B09_Doc26_AbadiavsFlores_IMG_005,5,Documento,3 folios de papel,Aníbal Abadía contra Rito E. Flórez por heridas con arma de fuego,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 9, Documento 26",1928,,Pueblo Rico,"Abadía, Aníbal|Flórez, Rito E|Lozano, Indalecio|Coutín, Filiberto|Echeverry Ferrer, Ricardo|Robledo, Julio|Ríos, Misael A",,judicial|mercaderes,Aníbal manifestó que Rito E. Flórez había disparado su revólver de miedo y nervios cuando Abadía había sacado su revólver para dispararle del cual dijo se vengaría tarde o temprano.,,,,"Descrito por Nallely Taborda Castañeda el 2023-01-25, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.009.027,Yurleyda Perea Cuesta,EAP1477_MFC_B09_Doc27_BenitezvsMosquera,EAP1477_MFC_B09_Doc27_BenitezvsMosquera_IMG_001,EAP1477_MFC_B09_Doc27_BenitezvsMosquera_IMG_034,34,Documento,16 folios de papel,Fulgencio Benítez contra Manuel de la Cruz Mosquera por cobro,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 10, Documento 27",1926,,Tadó|Istmina,"Benítez, Fulgencio|Cruz Mosquera, Manuel de la|Abadía, Arístides|Ampudia, Miguel de Jesús|Valois, Rutilio|Ferrer, Jugó|Miller, José F|Asprilla Abadía, Isabel",,judicial,"Arístides Abadía, apoderado de Fulgencio Benítez, interpuso demanda por suma de pesos contra Manuel de la Cruz Mosquera por 1,000 pesos adeudados hace 6 años.
Ante tal denuncio, el demandado dijo que él no le debía ya esa cantidad de dinero a Fulgencio sino la suma de 806,19 pesos, y argumentó que el resto lo tuvo que pagar a algunos individuos en nombre de Benítez. Ante esto, Arístides contestó que él debió probar en término legal eso y no lo hizo, puesto que el demandado no hizo protesta alguna cuando le hizo saber que el Benítez pedía esa suma.

En la sentencia, el juzgado condena a Manuel de la Cruz Mosquera a pagar la suma de 806,19 pesos por las mercancías que recibió a satisfacción, más los intereses devengados. Estos en el 1,2% de los intereses mensuales.",Deteriorado. Tiene manchas y roturas.,,,"Descrito por Yurleyda Perea Cuesta el 2023-02-23, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.009.028,Ernestina Lemos Rentería,EAP1477_MFC_B09_Doc28_Lopez,EAP1477_MFC_B09_Doc28_Lopez_IMG_001,EAP1477_MFC_B09_Doc28_Lopez_IMG_012,12,Documento,5 folios de papel,Demanda de sucesión de Ramón y Ana Josefa López,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 10, Documento 28",1930,,Istmina|Cuéllar|Togoromá|Nóvita,"López, Ramón|Bonilla, Hermenegildo|Echeverri Ferrer, Ricardo|Salas, Rafael|López, Manuel Andrés|Murillo, Antonio|Santos López, José de los|Mosquera, Manuel Eccehomo|Rojas, Pablo|Perea, Ruperto|Asprilla, Esteban|López, Ana Josefa|Serrano, Gerardo",,judicial,"Demanda sobre apertura de la sucesión intestada de los cónyuges Ramón López y Ana de Josefa López de López, y petición de herencia propuesta por el señor Hermenegildo Bonilla, como apoderado de Manuel Andrés López, en su condición de hijo legítimo y único heredero.",Los números de folio son ilegibles.,,,"Descrito por Ernestina Lemos Rentería el 2023-02-25, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.009.029,Nallely Taborda Castañeda,EAP1477_MFC_B09_Doc29_GonzalezandLargachavsDiaz,EAP1477_MFC_B09_Doc29_GonzalezandLargachavsDiaz_IMG_001,EAP1477_MFC_B09_Doc29_GonzalezandLargachavsDiaz_IMG_152,152,Documento,75 folios de papel,Juan Evangelista González y Largacha contra Eladio Díaz por heridas,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 10, Documento 29",1927,,Palestina|Istmina|Cali,"González o Largacha, Juan Evangelista|Díaz, Eladio|Moreno, Juan|Lozano, Belisario|López, Liborio|Manyolla, Antonio|Mosquera, Valentín|Campos, Manuel María|Granados, Flbricio|Mallio, Primo|Moreno, Juan|Echeverri, Ricardo|Góngora, Luis E|Lozano, Indalecio|Plata, Arturo|Guacorizo, Marceliano|Ibargüen, Juan E|Arcos, Jaime|López, Domingo|Gamboa, Fabricio|Murillo, Francisco|Manyoma, Victorino",,judicial,"Varios hombres se encontraban departiendo en casa de Evangelista Gonzales o Largacha y con motivo de haberle dicho Fabricio Granados a Eladio Díaz que no se comiera una piña que había sobre una mesa, Díaz se disgustó y empujó a Granados y a Marceliano Guacorizo. Luego se dirigió al río, donde tenía un machete guardado en una canoa con el ánimo de atacar a Guacorizo. Evangelista intervino, diciéndole que ese no era motivo para atacar, pero Díaz estaba lejos de entrar en razón, levantó el machete y le dio a Evangelista, causándole una grave herida en la muñeca izquierda, que al quedar implicados tendones y venas le dejó la muñeca lesionada de por vida. Por tal motivo, Evangelista se dirigió al despacho de policía de Palestina e interpuso una denuncia por el delito de heridas contra Eladio Díaz, pagando este una pena de cárcel en Istmina. ",Deteriorado. Tiene manchas y roturas.,,,"Descrito por Nallely Taborda Castañeda el 2023-02-21, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.009.030,Javier Hurtado Ibargüen,EAP1477_MFC_B09_Doc30_StrauchandRumievsMosquera,EAP1477_MFC_B09_Doc30_StrauchandRumievsMosquera_IMG_001,EAP1477_MFC_B09_Doc30_StrauchandRumievsMosquera_IMG_252,252,Documento,125 folios de papel,"Julio Strauch y Abraham Rumié contra Valentín Mosquera, cobro","Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 10, Documento 30",1928,,Opogodó|Nóvita|Istmina|Tamaná,"Rumié, Abraham|Mosquera, Valentín|Strauch, Julio|Valdés, Federico|Ballen, Nepomuceno|Gutiérrez, Pedro|Guzmán, Salomón|Castillo, Juan|Rentería, Rosa|Rojas, Leonicio|Mosquera, Francisca|Mosquera, Margarita|Flórez, Rito|Orozco, Francisco León|Abadía, Oswaldo|Mosquera, Ignacio|Perea, Román|Asprilla, Antonio|Ramos, Edmundo|Rojas, Pablo|Quintana, Agustín A|Sánchez, José M|Cardona, Rafael M|Mosquera, Lorenzo|Castillo, Juana|Serrano Bernat, Martín|Bernat, Luis E|Abadia Arango, Sergio|Ibargüen, Daniel|Cardona, Macario|Núñez, Miguel|Isaías Ramírez, José|Olaya, Enrique|Restrepo, Fernando|Orduz, Antonio|Camacho Carreño, José|Menez López, Miguel|Sánchez, Diógenes|Hurtado, Gustavo",,judicial|mercaderes|comercio,"El caso inicia con el señor Valentín Mosquera haciéndose deudor de Salomón Guzmán para que éste pudiera obtener un crédito de 2,500 pesos de oro para mercancías en los comercios de Abraham Rumié y Rito E. Flórez. Guzmán iba a tomar a créditos mercancías por 500 pesos en todos los locales de los comerciantes antes mencionados hasta llegar al tope de los 2,500 pesos. Se pactó que Mosquera iba a hipotecar por dos años tres solares que estaban a su nombre, esto para poder respaldar la deuda que iba a adquirir Salomón Guzmán. En caso que este último no pagara sus deudas, los bienes hipotecados ibas a ser embargados para el respectivo pago del compromiso con Rumié y Flórez.

Pasados los dos años que se habían pactado sin que Guzmán hubiera pagado la deuda, los señores Rumié y Flórez contrataron a un abogado para que éste, por medio de un juicio ejecutivo, hiciera efectivo el embargo de los bienes que estaban como respaldo. En primera instancia se les niega tal embargo porque el abogado no adjuntó los documentos solicitados por el juez.

Para la segunda instancia, los demandantes cambiaron de abogado. Esta vez la demanda fue aceptada y se libraron las siguientes disposiciones: designar un depositario para que tomara posesión sobre los bienes de Valentín Mosquera, también se designaron unos peritos para que evaluaran el costo de dichos bienes y así pagar la deuda. Mosquera entregó por voluntad propia sus bienes al depositario para que este pudiera cumplir con las órdenes del juez. Cuando este fue designado como inspector de policía en 1931 y cabo de un resguardo en Tamaná, su sueldo fue embargado hasta pagar la deuda.",Deteriorado. Tiene signos de humedad y manchas.,,Contiene extractos de Chocó. Gaceta Oficial de la Intendencia n° 702 (Quibdó) 29 de diciembre de 1930; Chocó. Gaceta Oficial de la Intendencia n° 703 (Quibdó) 15 de enero de 1931; Chocó. Gaceta Oficial de la Intendencia n° 704 (Quibdó) 20 de enero de 1931. (ff. 35r-38v; 39r-42v; 43r-46v).,"Descrito por Javier Hurtado Ibargüen el 2023-01-25, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.010,Daniel Varela Corredor,MFC_B10,,,2011,Caja,"22 expedientes, manuscritos; incluye material impreso",Caja 10,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 10",1926,1930,Andagoya|Barranquilla|Baudó|Bebedó|Boca del Zanjón|Bogotá|Buenaventura|Cali|Cartago|Cértegui|Chambón|Paimadó|Condoto|Dipurdú|Istmina|Managrú|Mandinga|Medellín|Nóvita|Opogodó|Primavera|Quibdó|San Francisco|San Pablo|Santa María|Sipí|Tadó|Tamaná|Timbiquí|Togoromá,,,,"Esta caja contiene 22 procesos judiciales iniciados entre 1926 y 1930 en la cuenca del río San Juan. La mayoría son demandas ejecutivas de cobro por deudas comerciales entre individuos de la zona. Algunos son cobro de impuestos de catastro adelantados por entidades municipales contra propietarios de terrenos mineros. También incluye casos relacionados con la actividad minera como disputas por posesión y deslinde de minas, contratos de explotación minera, indemnización por afectaciones en explotación, y robo de metales preciosos. Finalmente, incluye algunos casos por heridas, crímenes contra la hacienda pública, robo, fuga de cárcel y amancebamiento.",,,,"Descrito por Daniel Varela Corredor el 2023-06-07, revisado por Kelly López Roldán el 2024-02-20"
AHJCI.MFC.010.003,Ernestina Lemos Rentería,EAP1477_MFC_B10_Doc03_BernatvsLozano,EAP1477_MFC_B10_Doc03_BernatvsLozano_IMG_001,EAP1477_MFC_B10_Doc03_BernatvsLozano_IMG_114,114,Documento,56 folios de papel,"L. E. Bernat contra Manuel María Lozano, cobro por 107 pesos","Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 10, Documento 3",1929,,Condoto|Istmina,"Lozano, Manuel María|Vega, Gerardo|Bernal, Luis Enrique|Meluk, Alfonso|Pino, Eladio|Mosquera, Florencio|Miller, Ramón|Abadía Arango, Sergio|Mena C, Inocencia|Lozano, Gumersindo|Ibargüen, Ester|Lemón Lozano, Salomón|Caicedo, Eduardo|Benítez, Fulgencio|Ortiz, Rodolfo|Abello Palacio, Alberto|Valencia Lozano, Jorge|M, Víctor|Domingiuez|Díaz R, Delfino|Lozano, Jesús D|Abadía Arango, Sergio",,judicial|tierras-solares,"Manuel María Lozano se constituye deudor del señor C.A.P. de la Torre por la cantidad de 107 pesos, moneda legal, por valor de artículo de comercio que él ha recibido a su satisfacción. El doctor Luis Enrique Bernat es cesionario del doctor C.A.P. de la Torre. Como el señor Manuel no pagó su deuda se procede a embargar su inmueble que constituye un solar ubicado en la población de Condoto avaluado en 300 pesos oro y será postura administrable la que cubra las dos terceras partes del avalúo.",Muy deteriorado. Algunos folios tienen roturas que comprometen seriamente el contenido.,,"Contiene extractos de Chocó. Gaceta Oficial de la Intendencia, n° 672 (Quibdó) 28 de marzo de 1930; Chocó. Gaceta Oficial de la Intendencia, n° 673 (Quibdó) 2 de abril de 1930; Chocó. Gaceta Oficial de la Intendencia, n° 674 (Quibdó) [15] de abril de 1930 (ff. 20r-31v).","Descrito por Ernestina Lemos Rentería el 2022-10-26, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.010.004,Nallely Taborda Castañeda,EAP1477_MFC_B10_Doc04_UrrutiavsMendez,EAP1477_MFC_B10_Doc04_UrrutiavsMendez_IMG_001,EAP1477_MFC_B10_Doc04_UrrutiavsMendez_IMG_139,139,Documento,67 folios de papel,Gumercindo Urrutia contra Jesús Méndez por estafa,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 10, Documento 4",1929,,Mandinga|Andagoya|Itsmina|Cartago| Valle|Condoto,"Urrutia, Gumercindo|Mendez, Jesús|Montaño, Florentino|Vélez, Jesús|Valencia, Narciso|Cifuentes, Juan|Barco, Gregorio|Andrade, Julio|Mosquera, Cipriano|Mena, Florencia|Arboleda, Maximo|Rueda, Manuel|García, Francisco|Caicedo, Manuel|Urrutia, Joaquín|Escobar, Rafael|Pino, Eladio|Sánchez, Rafael|Pimentón, Juan|Mena, Inocencio|Lozano, Eusebio|Caicedo, Juan Manuel|Méndez Molano, Agustín",,judicial,"Demanda contra Jesús Méndez por el delito de estafa. Máximo Abadía le vendió 12 cerdos a Gumersindo con un plazo para dar el pago en efectivo. Méndez se enteró de este negocio y le insistió a Gumersindo que le vendiera siete cerdos que le serían pagados antes de que se cumpliera el plazo acordado con Máximo. Pasaron los días y Méndez no cumplió el pago y Gumersindo entonces quedó mal con Máximo. En medio de las declaraciones dadas por las partes implicadas se puede dar cuenta que los siete cerdos comprados por Méndez serían revendidos y con esto pagaría a Urrutia, pero al quedarle mal el contrato a Méndez se desencadenó una serie de deudas que son las que llevan a este mismo a la cárcel tras ser acusado de estafa.",,,,"Descrito por Nallely Taborda Castañeda el 2022-11-01, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.010.005,Javier Hurtado Ibargüen,EAP1477_MFC_B10_Doc05_AbadiavsAndrade,EAP1477_MFC_B10_Doc05_AbadiavsAndrade_IMG_001,EAP1477_MFC_B10_Doc05_AbadiavsAndrade_IMG_020,20,Documento,9 folios de papel,Arístides Abadía contra Félix Andrade por contrato minero,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 10, Documento 5",1927,,Istmina,"Abadía, Arístides|Andrade, Félix|Rentería, Anselmo|Caicedo, César|Mendoza, Juan|Betsabe Perea, Juana|N´Atce, Rómulo|Rengifo, Natividad|Rojas, Pablo|Abadía, Rodolfo|Delgado, Cleofás",,judicial|minería|minas,"Arístides Abadía demandó al señor Félix Andrade por una deuda que este último no había hecho efectiva a su nombre. Abadía manifiesta que contrajo un compromiso con Andrade que consistía en que el primero (Abadía) se comprometía a deslindar y hacer todos los trámites para registrar una mina llamada Suerte por la suma de 100 pesos por cada trabajo y que hasta la fecha no se le habían pagado tales obligaciones.

Cuando Andrade es citado a declarar reconoce firmemente este compromiso y dice que jamás se ha negado a pagar, que el problema radica en que tales trabajos pactados no se han cumplido a cabalidad, lo cual le impide pagar las sumas antes mencionadas, pero que una vez Abadía cumpliera con sus encargos pagaría sin inconveniente alguno.
",Deteriorado. Tiene signos de humedad y manchas que en ocasiones pueden llegar a dificultar la lectura.,,"No se puede ahondar en más detalles porque el caso pareciera estar incompleto, además de tener las hojas muy deterioradas.","Descrito por Javier Hurtado Ibargüen el 2022-11-10, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.010.006,Jhon Leison Rivas Rodríguez,EAP1477_MFC_B10_Doc06_SpanishAmericavsChocoPacifico,EAP1477_MFC_B10_Doc06_SpanishAmericavsChocoPacifico_IMG_001,EAP1477_MFC_B10_Doc06_SpanishAmericavsChocoPacifico_IMG_023,23,Documento,11 folios de papel,Banco Spanish America contra Compañía Minera Chocó Pacífico por cobro de cheque en blanco,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 10, Documento 6",1928,,Istmina|Cali|Condoto|Londres|Inglaterra,"Castillo, Jaime|MacGregor, John|Standing, H H|Echeverría Ferrer, Ricardo|Lozano, Indalecio|Bernat, S M|Lozano, Neftalí|Malfitano, Juan B|Salazar Silva, Roberto|Valois, Rutilio C",,judicial|minería|minas,,Deteriorado. Tiene signos de humedad y manchas que en ocasiones pueden llegar a dificultar la lectura.,,,"Descrito por Jhon Leison Rivas Rodríguez el 2022-11-10, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.010.007,Yurleyda Perea Cuesta,EAP1477_MFC_B10_Doc07_DiazvsChocoPacifico,EAP1477_MFC_B10_Doc07_DiazvsChocoPacifico_IMG_001,EAP1477_MFC_B10_Doc07_DiazvsChocoPacifico_IMG_068,68,Documento,33 folios de papel,Pobreza Díaz contra Compañía Minera Chocó Pacífico por hurto,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 10, Documento 7",1930,,Istmina|Punto Los Díaz|Nóvita|Opogodó,"Díaz, Pobreza|Ibargüen, Laureana|Díaz, Juan Leoncio|Arboleda, Teolindo|Arboleda, Juan Francisco|Rizo R, Vicente|Serrano, Segundo|Abadía, Arístides|Chávez, Ignacio|Marshall, Newton C|Valdés, Federico|Bernal, Luis Enrique|Mosquera, Rafael|Posso, Juan|Sánchez, Diógenes|Lozano, Gumersindo|Mosquera, Marcelino|Coutin, Filiberto|Mosquera, Misael|Camacho, Ulpiano|Asprilla, Antonio|Abadía, Sergio|Castillo, Jaime|Asprilla, Eusebio",,judicial|minería|minas,"Pobreza Díaz, Laureana Ibargüen, Juan Francisco Arboleda y otros integrantes de la familia Díaz, promovieron, en 1930, una demanda ordinaria en el circuito de Istmina contra la Compañía Minera Chocó Pacífico por pago de perjuicios.

El juzgado mencionó que en caso de comprobarse el delito y, a su vez, solvencia y domicilio en este circuito, se fijaría la suma de 400 pesos. Ante esto, la compañía, por medio de su apoderado, N. C. Marshall, pidió fianza de costas. La familia Díaz alegó que esta compañía causó daños en un terreno de su propiedad llamado Los Díaz, esto debido de los derrumbes de árboles de madera fina, palmares, extracción de guayacanes, soleras, entre otros materiales de construcción. A su vez, al hecho de construir 19 edificios sobre estos terrenos. Mencionaron también que los señores Diógenes Sánchez y Gumersindo Lozano fueron testigos de estos hechos, evidenciando los desastres producidos por esta empresa. La compañía alegaba que la familia Díaz no era dueña de esos terrenos, pero los Díaz, demostraron con pruebas y con sucesos que llevaban más de 80 años siendo dueños de ese punto y lo habían heredado por generaciones desde 1824. Por esa razón solicitaron al juez una inspección ocular con peritos asociados al secretariado del juzgado. Después, la compañía no tuvo más remedio que desbaratar las casas que habían construido sobre ese terreno, pero de igual forma el daño ya estaba hecho, por lo que los costos de ese perjuicio es que persiguen los Díaz.",Deteriorado. Tiene signos de humedad y manchas que en ocasiones pueden llegar a dificultar la lectura.,,,"Descrito por Yurleyda Perea Cuesta el 2023-02-15, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
